PID_AreaMSOA,HID_AreaOA,Area_MSOA,Area_OA,Sex,Age,Ethnic,Marital_status,Children_dependency,Economic_activity,Occupation,Income,Driving_license,Car_access,Bike_access,weight
85388_E02001750,74410_E00043412,E02001750,E00043412,1,43,2,Married,FALSE,Employed,2,72480,TRUE,TRUE,TRUE,61
89097_E02001750,47615_E00043412,E02001750,E00043412,2,52,2,Married,FALSE,Employed,2,46860,FALSE,FALSE,TRUE,58
85673_E02001750,81645_E00166153,E02001750,E00166153,1,49,2,Single,FALSE,Employed,1,38480,TRUE,TRUE,FALSE,110
88063_E02001750,21541_E00166153,E02001750,E00166153,2,29,2,Single,FALSE,Employed,4,14780,FALSE,FALSE,FALSE,57
91431_E02001751,51780_E00043157,E02001751,E00043157,1,22,2,Single,FALSE,Employed,7,8500,TRUE,FALSE,FALSE,61
97556_E02001752,56417_E00043069,E02001752,E00043069,1,19,2,Single,FALSE,Employed,7,10420,FALSE,FALSE,FALSE,69
100975_E02001752,70405_E00043069,E02001752,E00043069,2,30,2,Single,FALSE,Employed,7,18690,FALSE,FALSE,FALSE,58
97969_E02001752,44036_E00043072,E02001752,E00043072,1,32,2,Single,FALSE,Employed,4,14350,TRUE,TRUE,FALSE,67
97775_E02001752,59081_E00043081,E02001752,E00043081,1,26,2,Single,FALSE,Employed,4,20180,TRUE,TRUE,FALSE,59
100774_E02001752,59081_E00043081,E02001752,E00043081,2,24,2,Single,FALSE,Unemployed,3,18830,TRUE,TRUE,FALSE,59
97633_E02001752,20987_E00043088,E02001752,E00043088,1,22,2,Single,FALSE,Employed,7,15950,FALSE,FALSE,FALSE,55
105449_E02001753,65215_E00043453,E02001753,E00043453,1,61,2,Married,FALSE,Employed,5,14640,TRUE,TRUE,FALSE,53
106077_E02001753,82358_E00043470,E02001753,E00043470,1,79,2,Single,FALSE,Unemployed,2,31590,TRUE,FALSE,FALSE,52
106933_E02001753,57796_E00043470,E02001753,E00043470,2,28,2,Single,FALSE,Employed,2,30300,TRUE,TRUE,FALSE,65
110893_E02001754,51266_E00043277,E02001754,E00043277,1,43,2,Married,TRUE,Employed,1,46920,TRUE,TRUE,FALSE,56
110067_E02001754,14720_E00043279,E02001754,E00043279,1,20,2,Single,FALSE,Employed,4,6960,FALSE,FALSE,TRUE,56
110053_E02001754,76147_E00043286,E02001754,E00043286,1,20,2,Single,FALSE,Employed,4,9790,FALSE,FALSE,TRUE,53
110796_E02001754,43978_E00043451,E02001754,E00043451,1,40,2,Married,TRUE,Employed,2,44530,TRUE,TRUE,FALSE,53
110325_E02001754,18538_E00043456,E02001754,E00043456,1,29,2,Single,FALSE,Employed,3,11520,TRUE,FALSE,TRUE,55
110003_E02001754,10177_E00043467,E02001754,E00043467,1,17,2,Single,FALSE,Employed,9,2490,FALSE,FALSE,FALSE,55
113030_E02001754,7388_E00043467,E02001754,E00043467,2,25,2,Single,FALSE,Employed,2,65780,TRUE,FALSE,TRUE,51
117109_E02001755,7221_E00042975,E02001755,E00042975,1,35,2,Married,FALSE,Employed,3,29240,TRUE,TRUE,FALSE,58
116630_E02001755,12173_E00042977,E02001755,E00042977,1,24,2,Single,FALSE,Unemployed,7,14990,TRUE,TRUE,TRUE,87.5
116771_E02001755,18682_E00042977,E02001755,E00042977,1,27,2,Single,FALSE,Unemployed,2,54150,FALSE,FALSE,FALSE,87.5
120797_E02001755,62593_E00042977,E02001755,E00042977,2,18,2,Single,FALSE,Employed,2,9560,TRUE,TRUE,FALSE,101
117020_E02001755,50481_E00043000,E02001755,E00043000,1,33,2,Married,TRUE,Employed,2,46130,TRUE,FALSE,FALSE,56
117098_E02001755,93637_E00043000,E02001755,E00043000,1,34,2,Single,FALSE,Employed,2,44210,FALSE,FALSE,FALSE,69
117839_E02001755,21217_E00043137,E02001755,E00043137,1,46,2,Married,FALSE,Employed,2,22890,TRUE,TRUE,FALSE,78
116626_E02001755,87902_E00043137,E02001755,E00043137,1,24,2,Single,FALSE,Employed,8,13860,TRUE,FALSE,FALSE,119
121336_E02001755,13466_E00043137,E02001755,E00043137,2,32,2,Married,FALSE,Employed,7,21350,TRUE,TRUE,FALSE,70
121610_E02001755,57955_E00043137,E02001755,E00043137,2,36,2,Single,TRUE,Employed,1,34800,TRUE,TRUE,TRUE,104
116913_E02001755,34901_E00043148,E02001755,E00043148,1,30,2,Single,FALSE,Unemployed,5,33850,TRUE,FALSE,FALSE,110
120855_E02001755,95297_E00043148,E02001755,E00043148,2,20,2,Single,FALSE,Employed,7,7320,TRUE,FALSE,TRUE,115
116587_E02001755,7820_E00166141,E02001755,E00166141,1,23,2,Single,FALSE,Employed,7,8980,TRUE,TRUE,FALSE,71
125566_E02001756,69315_E00042991,E02001756,E00042991,1,21,2,Single,FALSE,Unemployed,3,12810,FALSE,FALSE,FALSE,73
132726_E02001756,60997_E00042991,E02001756,E00042991,2,56,2,Single,TRUE,Employed,4,22400,TRUE,TRUE,TRUE,63
125918_E02001756,57293_E00042993,E02001756,E00042993,1,26,2,Single,FALSE,Employed,2,34280,TRUE,FALSE,FALSE,57
126448_E02001756,33447_E00043212,E02001756,E00043212,1,33,2,Single,FALSE,Employed,2,44320,TRUE,TRUE,FALSE,77
132264_E02001756,90875_E00043212,E02001756,E00043212,2,49,2,Single,TRUE,Employed,4,37940,FALSE,FALSE,TRUE,79
126361_E02001756,52986_E00043213,E02001756,E00043213,1,31,2,Single,FALSE,Employed,5,35790,TRUE,TRUE,FALSE,72
130202_E02001756,6076_E00043213,E02001756,E00043213,2,21,2,Single,FALSE,Employed,4,8610,TRUE,TRUE,FALSE,55
128000_E02001756,77450_E00043215,E02001756,E00043215,1,58,2,Single,FALSE,Employed,7,25900,TRUE,FALSE,FALSE,57
131448_E02001756,32552_E00043215,E02001756,E00043215,2,36,2,Single,FALSE,Employed,1,32900,FALSE,FALSE,FALSE,70
125876_E02001756,63485_E00043216,E02001756,E00043216,1,26,2,Single,FALSE,Employed,1,10300,FALSE,FALSE,FALSE,66
131097_E02001756,88580_E00043216,E02001756,E00043216,2,32,2,Single,TRUE,Employed,4,25070,TRUE,TRUE,FALSE,58
126910_E02001756,69261_E00043226,E02001756,E00043226,1,39,2,Married,FALSE,Employed,1,50470,TRUE,TRUE,FALSE,56
126155_E02001756,56632_E00166138,E02001756,E00166138,1,29,2,Single,FALSE,Employed,3,26320,FALSE,FALSE,TRUE,58
134669_E02001757,63549_E00043269,E02001757,E00043269,1,19,2,Single,FALSE,Employed,9,4990,FALSE,FALSE,TRUE,59
137913_E02001757,11806_E00043269,E02001757,E00043269,2,37,2,Single,FALSE,Employed,3,21840,FALSE,FALSE,FALSE,63
137375_E02001757,40267_E00043301,E02001757,E00043301,2,17,2,Single,FALSE,Employed,2,6940,FALSE,FALSE,FALSE,51
140730_E02001758,55440_E00042947,E02001758,E00042947,1,24,2,Single,FALSE,Employed,7,15310,TRUE,FALSE,TRUE,52
143302_E02001758,18976_E00042947,E02001758,E00042947,2,23,2,Single,FALSE,Employed,6,5060,TRUE,TRUE,FALSE,67
140654_E02001758,37749_E00042950,E02001758,E00042950,1,22,2,Single,FALSE,Employed,7,13570,TRUE,TRUE,FALSE,57
140535_E02001758,4103_E00042955,E02001758,E00042955,1,17,2,Single,FALSE,Employed,5,6520,FALSE,FALSE,TRUE,90
143380_E02001758,91189_E00042955,E02001758,E00042955,2,25,2,Single,FALSE,Employed,9,16110,FALSE,FALSE,TRUE,83
145954_E02001759,86997_E00043037,E02001759,E00043037,1,16,2,Single,FALSE,Employed,7,5560,FALSE,FALSE,TRUE,85
149072_E02001759,63782_E00043037,E02001759,E00043037,2,18,2,Single,FALSE,Employed,6,8330,TRUE,FALSE,TRUE,54
146598_E02001759,61739_E00043045,E02001759,E00043045,1,34,2,Single,FALSE,Unemployed,6,14590,TRUE,TRUE,TRUE,74
147867_E02001759,65450_E00043267,E02001759,E00043267,1,60,2,Single,FALSE,Employed,4,11760,TRUE,TRUE,TRUE,54
147229_E02001759,29014_E00043271,E02001759,E00043271,1,47,2,Single,FALSE,Employed,1,23480,TRUE,TRUE,FALSE,53
146767_E02001759,87660_E00043293,E02001759,E00043293,1,37,2,Single,FALSE,Employed,9,11310,TRUE,TRUE,TRUE,80
158209_E02001760,55403_E00043038,E02001760,E00043038,2,50,2,Single,FALSE,Employed,1,20800,FALSE,FALSE,FALSE,57
152777_E02001760,49598_E00043050,E02001760,E00043050,1,19,2,Single,FALSE,Employed,5,16230,FALSE,FALSE,TRUE,82
158165_E02001760,59209_E00043050,E02001760,E00043050,2,49,2,Single,FALSE,Employed,1,23320,FALSE,FALSE,FALSE,56
152877_E02001760,50489_E00043094,E02001760,E00043094,1,21,2,Single,FALSE,Employed,5,13000,FALSE,FALSE,TRUE,69
157972_E02001760,84587_E00043094,E02001760,E00043094,2,45,2,Single,TRUE,Employed,2,43970,TRUE,TRUE,FALSE,53
161025_E02001761,87904_E00042967,E02001761,E00042967,1,47,2,Single,TRUE,Employed,1,17690,TRUE,TRUE,FALSE,107
161190_E02001761,49769_E00042970,E02001761,E00042970,1,52,2,Single,TRUE,Employed,2,16020,TRUE,TRUE,FALSE,65
167029_E02001762,4412_E00043310,E02001762,E00043310,1,55,2,Single,FALSE,Employed,6,18260,TRUE,TRUE,FALSE,93.5
166947_E02001762,16269_E00043310,E02001762,E00043310,1,54,2,Single,FALSE,Employed,1,28530,TRUE,TRUE,TRUE,93.5
167244_E02001762,4412_E00043310,E02001762,E00043310,1,58,2,Single,FALSE,Employed,5,27010,TRUE,TRUE,TRUE,93.5
165996_E02001762,4412_E00043310,E02001762,E00043310,1,27,2,Single,FALSE,Employed,4,9200,TRUE,TRUE,FALSE,93.5
168480_E02001762,4412_E00043310,E02001762,E00043310,2,18,2,Single,FALSE,Employed,6,10420,TRUE,TRUE,FALSE,105
169918_E02001762,4412_E00043310,E02001762,E00043310,2,55,2,Single,FALSE,Employed,3,37530,TRUE,TRUE,FALSE,105
171631_E02001763,58954_E00043204,E02001763,E00043204,1,18,2,Single,FALSE,Employed,7,7010,TRUE,TRUE,TRUE,61
178700_E02001764,89553_E00043348,E02001764,E00043348,1,28,2,Single,FALSE,Employed,3,27360,TRUE,FALSE,FALSE,57
179678_E02001764,9216_E00043352,E02001764,E00043352,1,45,2,Single,FALSE,Employed,8,31320,TRUE,FALSE,FALSE,78
182198_E02001764,80029_E00043352,E02001764,E00043352,2,21,2,Single,FALSE,Employed,9,3020,TRUE,TRUE,FALSE,56
180195_E02001764,75631_E00043353,E02001764,E00043353,1,54,2,Single,TRUE,Employed,8,20480,TRUE,FALSE,FALSE,53
180550_E02001764,39856_E00043359,E02001764,E00043359,1,61,2,Single,FALSE,Employed,4,10010,TRUE,FALSE,FALSE,51
178457_E02001764,53585_E00043361,E02001764,E00043361,1,24,2,Single,FALSE,Employed,3,29800,FALSE,FALSE,FALSE,110
183220_E02001764,53541_E00043361,E02001764,E00043361,2,40,2,Single,FALSE,Employed,1,76500,TRUE,TRUE,FALSE,57
180525_E02001764,56375_E00043365,E02001764,E00043365,1,60,2,Single,FALSE,Employed,1,24460,TRUE,TRUE,FALSE,68
178217_E02001764,16998_E00043374,E02001764,E00043374,1,18,2,Single,FALSE,Employed,7,10330,FALSE,FALSE,FALSE,107
179693_E02001764,93651_E00043376,E02001764,E00043376,1,45,2,Single,FALSE,Employed,9,26940,FALSE,FALSE,TRUE,68
184009_E02001764,89090_E00043380,E02001764,E00043380,2,56,2,Single,FALSE,Unemployed,4,21350,TRUE,TRUE,TRUE,58
186029_E02001765,27277_E00043345,E02001765,E00043345,1,17,2,Single,FALSE,Employed,4,5770,FALSE,FALSE,FALSE,90
189928_E02001765,27277_E00043345,E02001765,E00043345,2,24,2,Single,FALSE,Unemployed,9,21240,FALSE,FALSE,FALSE,55
186289_E02001765,2043_E00043347,E02001765,E00043347,1,24,2,Single,FALSE,Unemployed,2,23500,TRUE,TRUE,FALSE,57
191437_E02001765,95645_E00043347,E02001765,E00043347,2,51,2,Single,TRUE,Employed,1,56250,TRUE,FALSE,TRUE,54
186409_E02001765,42697_E00043364,E02001765,E00043364,1,26,2,Single,FALSE,Unemployed,4,16150,TRUE,FALSE,FALSE,52
186247_E02001765,72647_E00043513,E02001765,E00043513,1,23,2,Single,FALSE,Employed,8,21090,TRUE,FALSE,TRUE,109
190900_E02001765,25934_E00043513,E02001765,E00043513,2,40,2,Single,TRUE,Employed,1,39200,FALSE,FALSE,TRUE,90
186414_E02001765,23107_E00166120,E02001765,E00166120,1,26,2,Single,FALSE,Employed,1,18520,FALSE,FALSE,FALSE,91
194565_E02001766,6005_E00043512,E02001766,E00043512,1,34,2,Married,TRUE,Employed,3,34160,TRUE,TRUE,FALSE,59
194451_E02001766,95928_E00043512,E02001766,E00043512,1,32,2,Single,FALSE,Employed,8,27770,TRUE,TRUE,FALSE,51
198556_E02001766,78284_E00043512,E02001766,E00043512,2,38,2,Married,TRUE,Employed,3,32470,FALSE,FALSE,TRUE,63
198271_E02001766,90582_E00043512,E02001766,E00043512,2,33,2,Single,TRUE,Employed,2,41560,TRUE,TRUE,TRUE,57
194392_E02001766,49630_E00043516,E02001766,E00043516,1,32,2,Single,FALSE,Employed,2,25860,TRUE,TRUE,FALSE,55
193857_E02001766,44906_E00043518,E02001766,E00043518,1,22,2,Single,FALSE,Employed,3,23870,TRUE,FALSE,FALSE,55
197871_E02001766,96049_E00043518,E02001766,E00043518,2,28,2,Single,FALSE,Employed,2,65130,TRUE,TRUE,FALSE,54
193604_E02001766,85275_E00043525,E02001766,E00043525,1,17,2,Single,FALSE,Unemployed,8,6860,FALSE,FALSE,TRUE,58
197718_E02001766,69655_E00043527,E02001766,E00043527,2,25,2,Single,FALSE,Employed,3,18840,FALSE,FALSE,FALSE,53
195691_E02001766,95074_E00043530,E02001766,E00043530,1,55,2,Single,FALSE,Employed,8,19270,TRUE,FALSE,FALSE,63
194240_E02001766,45135_E00043536,E02001766,E00043536,1,29,2,Single,FALSE,Employed,2,64300,TRUE,TRUE,FALSE,62
198817_E02001766,40153_E00043536,E02001766,E00043536,2,44,2,Single,FALSE,Employed,4,35800,TRUE,TRUE,TRUE,65
194659_E02001766,59637_E00043537,E02001766,E00043537,1,35,2,Single,FALSE,Employed,6,12620,TRUE,TRUE,TRUE,59
195951_E02001766,92364_E00043542,E02001766,E00043542,1,59,2,Single,TRUE,Unemployed,3,28210,TRUE,FALSE,TRUE,67
195568_E02001766,31388_E00166149,E02001766,E00166149,1,52,2,Single,FALSE,Employed,1,51350,TRUE,TRUE,TRUE,51
202677_E02001767,20191_E00043313,E02001767,E00043313,1,54,2,Single,FALSE,Unemployed,9,10880,TRUE,TRUE,FALSE,56
206072_E02001767,61632_E00043313,E02001767,E00043313,2,53,2,Single,FALSE,Employed,9,9870,FALSE,FALSE,FALSE,52
201330_E02001767,39036_E00043335,E02001767,E00043335,1,25,2,Single,FALSE,Employed,6,16480,FALSE,FALSE,FALSE,57
201211_E02001767,48221_E00043531,E02001767,E00043531,1,23,2,Single,FALSE,Employed,9,21560,TRUE,TRUE,TRUE,54
2735_E02001768,19934_E00043637,E02001768,E00043637,1,51,2,Single,FALSE,Employed,1,61790,TRUE,FALSE,FALSE,60
800_E02001768,10601_E00043641,E02001768,E00043641,1,16,2,Single,FALSE,Employed,7,5000,FALSE,FALSE,TRUE,62
987_E02001768,13742_E00043649,E02001768,E00043649,1,21,2,Single,FALSE,Employed,3,13810,TRUE,TRUE,FALSE,93
2810_E02001768,18167_E00043650,E02001768,E00043650,1,52,2,Single,FALSE,Employed,5,37810,FALSE,FALSE,FALSE,74
10966_E02001769,1299_E00043984,E02001769,E00043984,1,46,2,Single,FALSE,Employed,9,13170,TRUE,FALSE,TRUE,91
11549_E02001769,16130_E00043985,E02001769,E00043985,1,55,2,Single,FALSE,Employed,8,24690,FALSE,FALSE,FALSE,94
10106_E02001769,65231_E00043990,E02001769,E00043990,1,30,2,Single,FALSE,Employed,1,52110,FALSE,FALSE,TRUE,121
9225_E02001769,45829_E00043993,E02001769,E00043993,1,17,2,Single,FALSE,Employed,3,9140,FALSE,FALSE,FALSE,58
9756_E02001769,35181_E00043994,E02001769,E00043994,1,26,2,Single,FALSE,Employed,5,20160,TRUE,TRUE,FALSE,52
9531_E02001769,37444_E00043997,E02001769,E00043997,1,23,2,Single,FALSE,Employed,8,28030,FALSE,FALSE,FALSE,61
17931_E02001770,63594_E00044040,E02001770,E00044040,1,33,2,Single,FALSE,Employed,8,28300,TRUE,TRUE,FALSE,57
17440_E02001770,61544_E00044042,E02001770,E00044042,1,23,2,Single,FALSE,Employed,5,30810,FALSE,FALSE,TRUE,55
17167_E02001770,13486_E00044049,E02001770,E00044049,1,18,2,Single,FALSE,Employed,2,15480,TRUE,TRUE,TRUE,63
17672_E02001770,52368_E00044050,E02001770,E00044050,1,28,2,Single,FALSE,Employed,2,31420,FALSE,FALSE,FALSE,59
18114_E02001770,20554_E00044055,E02001770,E00044055,1,36,2,Single,FALSE,Employed,8,23990,TRUE,TRUE,TRUE,57
17193_E02001770,14249_E00044057,E02001770,E00044057,1,18,2,Single,FALSE,Employed,2,24030,FALSE,FALSE,TRUE,51
23812_E02001771,60180_E00043910,E02001771,E00043910,1,18,2,Single,FALSE,Employed,4,14640,FALSE,FALSE,FALSE,62
23958_E02001771,25272_E00043927,E02001771,E00043927,1,22,2,Single,FALSE,Employed,3,24640,TRUE,FALSE,FALSE,64
30488_E02001772,29991_E00044068,E02001772,E00044068,1,26,2,Single,FALSE,Employed,4,16600,FALSE,FALSE,TRUE,68
42033_E02001774,2206_E00043669,E02001774,E00043669,1,46,2,Single,TRUE,Employed,5,50260,TRUE,TRUE,TRUE,57
41627_E02001774,67318_E00043670,E02001774,E00043670,1,34,2,Single,FALSE,Employed,3,33180,TRUE,TRUE,FALSE,63
42722_E02001774,2003_E00043671,E02001774,E00043671,1,63,2,Single,TRUE,Employed,9,4860,TRUE,TRUE,FALSE,82
41423_E02001774,36537_E00043676,E02001774,E00043676,1,29,2,Single,FALSE,Employed,5,31620,FALSE,FALSE,FALSE,57
41175_E02001774,32783_E00043678,E02001774,E00043678,1,23,2,Single,FALSE,Unemployed,4,20710,TRUE,FALSE,TRUE,142
43968_E02001774,40596_E00043678,E02001774,E00043678,2,24,2,Single,FALSE,Employed,9,10420,FALSE,FALSE,FALSE,82
42317_E02001774,32689_E00043981,E02001774,E00043981,1,54,2,Single,TRUE,Employed,3,33610,TRUE,TRUE,TRUE,64
45368_E02001774,44227_E00043981,E02001774,E00043981,2,61,2,Single,FALSE,Employed,6,8810,TRUE,TRUE,FALSE,55
46740_E02001775,19446_E00043834,E02001775,E00043834,1,19,2,Single,FALSE,Employed,6,20700,TRUE,TRUE,FALSE,61
46647_E02001775,56273_E00043835,E02001775,E00043835,1,16,2,Single,FALSE,Employed,8,7140,FALSE,FALSE,TRUE,60
46815_E02001775,50967_E00043842,E02001775,E00043842,1,21,2,Single,FALSE,Employed,7,9250,TRUE,FALSE,FALSE,82
48184_E02001775,54701_E00043843,E02001775,E00043843,1,63,2,Single,FALSE,Employed,5,23760,TRUE,TRUE,TRUE,110
52810_E02001776,26122_E00043853,E02001776,E00043853,1,23,2,Single,FALSE,Employed,3,18230,TRUE,FALSE,TRUE,67
56722_E02001776,7215_E00043853,E02001776,E00043853,2,17,2,Single,FALSE,Unemployed,3,8110,FALSE,FALSE,FALSE,56
54051_E02001776,58397_E00043868,E02001776,E00043868,1,42,2,Single,FALSE,Employed,9,22520,TRUE,FALSE,TRUE,62
52671_E02001776,56946_E00043878,E02001776,E00043878,1,20,2,Single,FALSE,Employed,1,10680,FALSE,FALSE,FALSE,59
56726_E02001776,52249_E00043878,E02001776,E00043878,2,17,2,Single,FALSE,Employed,4,4370,FALSE,FALSE,FALSE,53
55000_E02001776,1320_E00043931,E02001776,E00043931,1,59,2,Single,FALSE,Employed,2,23550,TRUE,TRUE,FALSE,54
52585_E02001776,55081_E00043938,E02001776,E00043938,1,18,2,Single,FALSE,Unemployed,1,17700,TRUE,FALSE,TRUE,88
57464_E02001776,63856_E00043938,E02001776,E00043938,2,30,2,Single,FALSE,Employed,1,55260,TRUE,TRUE,FALSE,64
57017_E02001776,27785_E00043944,E02001776,E00043944,2,23,2,Single,FALSE,Employed,8,18690,TRUE,TRUE,FALSE,51
53013_E02001776,61767_E00043946,E02001776,E00043946,1,26,2,Single,FALSE,Employed,1,65310,TRUE,TRUE,FALSE,90
57490_E02001776,56310_E00043946,E02001776,E00043946,2,30,2,Single,FALSE,Employed,1,61270,FALSE,FALSE,FALSE,69
60996_E02001777,18819_E00043854,E02001777,E00043854,1,17,2,Single,FALSE,Employed,6,5580,FALSE,FALSE,FALSE,77.5
63100_E02001777,40698_E00043854,E02001777,E00043854,1,68,2,Single,FALSE,Employed,5,17670,TRUE,TRUE,FALSE,77.5
66005_E02001777,50838_E00043854,E02001777,E00043854,2,64,2,Married,TRUE,Employed,6,14080,TRUE,TRUE,FALSE,55
64821_E02001777,21427_E00043854,E02001777,E00043854,2,37,2,Single,FALSE,Employed,1,81850,TRUE,TRUE,FALSE,98
61606_E02001777,64298_E00043856,E02001777,E00043856,1,32,2,Single,FALSE,Employed,4,15260,TRUE,TRUE,FALSE,51
61099_E02001777,2248_E00043859,E02001777,E00043859,1,20,2,Single,FALSE,Employed,3,14730,FALSE,FALSE,TRUE,55
61907_E02001777,466_E00043865,E02001777,E00043865,1,39,2,Married,FALSE,Employed,1,42870,TRUE,TRUE,FALSE,51
61064_E02001777,38896_E00043879,E02001777,E00043879,1,19,2,Single,FALSE,Employed,9,5870,FALSE,FALSE,TRUE,63
67704_E02001778,45196_E00043621,E02001778,E00043621,1,30,2,Single,FALSE,Employed,2,39150,FALSE,FALSE,FALSE,51
68991_E02001778,25311_E00043624,E02001778,E00043624,1,63,2,Single,FALSE,Employed,2,28620,TRUE,TRUE,FALSE,87
68430_E02001778,63544_E00043627,E02001778,E00043627,1,48,2,Single,FALSE,Employed,3,49310,FALSE,FALSE,TRUE,100
70871_E02001778,69309_E00043627,E02001778,E00043627,2,37,2,Single,FALSE,Employed,7,19310,FALSE,FALSE,TRUE,52
68289_E02001778,54245_E00043630,E02001778,E00043630,1,44,2,Single,FALSE,Employed,2,25200,TRUE,TRUE,FALSE,71
67438_E02001778,42811_E00043636,E02001778,E00043636,1,25,2,Single,FALSE,Employed,1,68850,FALSE,FALSE,FALSE,75
73478_E02001779,53392_E00043679,E02001779,E00043679,1,27,2,Single,FALSE,Employed,9,16040,TRUE,FALSE,TRUE,53
74028_E02001779,52238_E00044015,E02001779,E00044015,1,45,2,Single,FALSE,Employed,5,47770,FALSE,FALSE,FALSE,61
73116_E02001779,67615_E00044024,E02001779,E00044024,1,17,2,Single,FALSE,Employed,4,5350,FALSE,FALSE,TRUE,73
80114_E02001780,22697_E00043776,E02001780,E00043776,1,61,2,Single,FALSE,Employed,9,7290,FALSE,FALSE,FALSE,83
81616_E02001780,12996_E00043776,E02001780,E00043776,2,20,2,Single,FALSE,Employed,9,3420,FALSE,FALSE,FALSE,72
78779_E02001780,35559_E00043781,E02001780,E00043781,1,19,2,Single,FALSE,Employed,2,17630,FALSE,FALSE,TRUE,57
82902_E02001780,53715_E00043781,E02001780,E00043781,2,55,2,Single,FALSE,Employed,5,28890,TRUE,FALSE,FALSE,58
84841_E02001781,15459_E00043664,E02001781,E00043664,1,21,2,Single,FALSE,Employed,5,13880,TRUE,FALSE,TRUE,52
84943_E02001781,1564_E00043665,E02001781,E00043665,1,24,2,Single,FALSE,Employed,7,11000,TRUE,TRUE,FALSE,62
87333_E02001781,1564_E00043665,E02001781,E00043665,2,18,2,Single,FALSE,Employed,6,6260,FALSE,FALSE,FALSE,51
84921_E02001781,59770_E00044022,E02001781,E00044022,1,24,2,Single,FALSE,Employed,9,6530,TRUE,TRUE,FALSE,54
90934_E02001782,29549_E00043880,E02001782,E00043880,1,25,2,Single,FALSE,Employed,4,18360,TRUE,FALSE,TRUE,55
90976_E02001782,16284_E00043884,E02001782,E00043884,1,26,2,Single,FALSE,Employed,4,15220,FALSE,FALSE,TRUE,75
90635_E02001782,3426_E00043891,E02001782,E00043891,1,19,2,Single,FALSE,Unemployed,7,6640,FALSE,FALSE,FALSE,70
90840_E02001782,7897_E00043892,E02001782,E00043892,1,23,2,Single,FALSE,Employed,6,8000,TRUE,FALSE,TRUE,70
90892_E02001782,54761_E00043897,E02001782,E00043897,1,24,2,Single,FALSE,Employed,5,27280,FALSE,FALSE,FALSE,61
90538_E02001782,57360_E00043899,E02001782,E00043899,1,17,2,Single,FALSE,Employed,4,6150,FALSE,FALSE,FALSE,97
96553_E02001782,18902_E00043899,E02001782,E00043899,2,48,2,Single,FALSE,Employed,6,26670,TRUE,FALSE,FALSE,64
92599_E02001782,40847_E00043978,E02001782,E00043978,1,57,2,Single,TRUE,Unemployed,5,33400,FALSE,FALSE,FALSE,88
100687_E02001783,17465_E00043609,E02001783,E00043609,1,35,2,Single,FALSE,Unemployed,4,26260,FALSE,FALSE,FALSE,114
100544_E02001783,17465_E00043609,E02001783,E00043609,1,32,2,Single,FALSE,Employed,4,15980,FALSE,FALSE,FALSE,114
104100_E02001783,49315_E00043609,E02001783,E00043609,2,33,2,Single,TRUE,Employed,6,21290,FALSE,FALSE,TRUE,136
100363_E02001783,16262_E00043616,E02001783,E00043616,1,28,2,Single,FALSE,Employed,7,12100,TRUE,FALSE,TRUE,97
103339_E02001783,16262_E00043616,E02001783,E00043616,2,19,2,Single,FALSE,Employed,7,8050,FALSE,FALSE,FALSE,60
100026_E02001783,32241_E00043617,E02001783,E00043617,1,19,2,Single,FALSE,Employed,7,11120,FALSE,FALSE,TRUE,86
103578_E02001783,32241_E00043617,E02001783,E00043617,2,24,2,Single,FALSE,Employed,1,29580,FALSE,FALSE,FALSE,52
107262_E02001784,21881_E00043820,E02001784,E00043820,1,25,2,Single,FALSE,Employed,4,19600,TRUE,FALSE,FALSE,59
107182_E02001784,12828_E00043826,E02001784,E00043826,1,23,2,Single,FALSE,Employed,9,14410,TRUE,FALSE,TRUE,53
106974_E02001784,55187_E00043959,E02001784,E00043959,1,17,2,Single,FALSE,Employed,9,2340,FALSE,FALSE,TRUE,61
107238_E02001784,61246_E00043961,E02001784,E00043961,1,24,2,Single,FALSE,Employed,7,9480,FALSE,FALSE,TRUE,53
107708_E02001784,52573_E00043964,E02001784,E00043964,1,38,2,Single,TRUE,Employed,5,27300,FALSE,FALSE,FALSE,76
113708_E02001785,41489_E00044093,E02001785,E00044093,1,17,2,Single,FALSE,Employed,7,5740,FALSE,FALSE,FALSE,58
113745_E02001785,60121_E00044098,E02001785,E00044098,1,18,2,Single,FALSE,Employed,7,6700,FALSE,FALSE,FALSE,67
114475_E02001785,16273_E00044105,E02001785,E00044105,1,39,2,Single,FALSE,Employed,3,28670,FALSE,FALSE,TRUE,59
121476_E02001786,31626_E00044116,E02001786,E00044116,1,18,2,Single,FALSE,Employed,5,9820,FALSE,FALSE,FALSE,57
121588_E02001786,951_E00044118,E02001786,E00044118,1,21,2,Single,FALSE,Unemployed,7,6330,FALSE,FALSE,FALSE,57
121544_E02001786,67775_E00044128,E02001786,E00044128,1,20,2,Single,FALSE,Employed,7,9400,TRUE,FALSE,TRUE,75
121983_E02001786,56473_E00044133,E02001786,E00044133,1,30,2,Single,TRUE,Employed,1,45480,TRUE,TRUE,TRUE,60
121488_E02001786,18522_E00044136,E02001786,E00044136,1,18,2,Single,FALSE,Employed,1,15860,FALSE,FALSE,TRUE,70
128300_E02001787,69599_E00043809,E02001787,E00043809,1,20,2,Single,FALSE,Employed,9,4180,TRUE,FALSE,FALSE,78
