PID_AreaMSOA,HID_AreaOA,Area_MSOA,Area_OA,Sex,Age,Ethnic,Marital_status,Children_dependency,Economic_activity,Occupation,Income,Driving_license,Car_access,Bike_access,weight,income_var
223927_E02001731,100192_E00042604,E02001731,E00042604,1,26,6,Single,FALSE,Unemployed,4,7440,TRUE,FALSE,FALSE,85.5,121800704.58204341
229598_E02001731,67475_E00042604,E02001731,E00042604,1,81,6,Single,FALSE,Employed,7,10260,TRUE,TRUE,FALSE,85.5,121800704.58204341
227706_E02001731,62653_E00042604,E02001731,E00042604,1,47,8,Single,FALSE,Employed,4,37070,TRUE,FALSE,FALSE,56,117653018.05194803
231436_E02001731,18092_E00042604,E02001731,E00042604,2,20,2,Single,FALSE,Employed,9,1880,FALSE,FALSE,FALSE,114,61161414.12824097
237716_E02001731,31343_E00042604,E02001731,E00042604,2,61,6,Single,FALSE,Unemployed,4,12640,FALSE,FALSE,TRUE,137,96449604.79819667
221127_E02001731,75830_E00042605,E02001731,E00042605,1,21,2,Single,FALSE,Employed,9,2900,FALSE,FALSE,FALSE,120.5,313337853.74135566
224408_E02001731,122704_E00042605,E02001731,E00042605,1,28,2,Single,FALSE,Employed,7,8240,FALSE,FALSE,FALSE,120.5,313337853.74135566
223846_E02001731,114413_E00042605,E02001731,E00042605,1,26,4,Single,FALSE,Employed,2,71090,FALSE,FALSE,FALSE,61,387111779.4535519
221547_E02001731,125502_E00042605,E02001731,E00042605,1,21,6,Single,FALSE,Employed,4,6280,TRUE,FALSE,FALSE,95.5,292914975.7619178
224286_E02001731,40343_E00042605,E02001731,E00042605,1,27,6,Single,FALSE,Employed,3,23340,TRUE,FALSE,TRUE,95.5,292914975.7619178
227424_E02001731,51481_E00042605,E02001731,E00042605,1,44,8,Single,FALSE,Employed,3,41610,TRUE,FALSE,TRUE,58,347014263.7628554
231502_E02001731,47242_E00042605,E02001731,E00042605,2,20,2,Single,FALSE,Unemployed,9,3270,FALSE,FALSE,FALSE,103,210238101.65619636
237490_E02001731,118071_E00042605,E02001731,E00042605,2,57,6,Single,FALSE,Unemployed,3,27000,TRUE,FALSE,TRUE,137,252580809.75740656
221749_E02001731,25331_E00042806,E02001731,E00042806,1,22,2,Single,FALSE,Employed,3,19750,TRUE,FALSE,TRUE,54,258091232.0405311
227542_E02001731,51729_E00042822,E02001731,E00042822,1,46,2,Single,FALSE,Employed,2,46810,TRUE,FALSE,TRUE,88,406806924.12486935
238435_E02001731,42699_E00042822,E02001731,E00042822,2,78,2,Single,FALSE,Unemployed,1,12790,FALSE,FALSE,TRUE,60,309020274.12429374
221031_E02001731,55861_E00042825,E02001731,E00042825,1,21,2,Single,FALSE,Employed,7,6570,TRUE,TRUE,TRUE,113,218347959.14981037
235947_E02001731,28438_E00042825,E02001731,E00042825,2,35,2,Single,FALSE,Employed,2,36940,FALSE,FALSE,TRUE,74,215353586.76416138
224155_E02001731,2983_E00042826,E02001731,E00042826,1,27,2,Single,FALSE,Employed,3,15440,FALSE,FALSE,FALSE,110,274237222.7189324
232574_E02001731,31692_E00042826,E02001731,E00042826,2,22,2,Single,FALSE,Employed,9,3140,TRUE,TRUE,TRUE,70,301660891.84265006
232074_E02001731,55139_E00042827,E02001731,E00042827,2,21,2,Single,FALSE,Employed,3,9390,FALSE,FALSE,FALSE,60,120530536.83615819
226078_E02001731,124109_E00042828,E02001731,E00042828,1,34,2,Single,FALSE,Employed,4,24260,FALSE,FALSE,FALSE,81,194866688.61111116
236865_E02001731,57350_E00042828,E02001731,E00042828,2,47,2,Single,TRUE,Employed,2,50290,FALSE,FALSE,TRUE,63,310514946.748592
228857_E02001731,118183_E00042829,E02001731,E00042829,1,63,2,Single,FALSE,Employed,1,51810,TRUE,FALSE,FALSE,66,383379299.97669005
231500_E02001731,43004_E00042829,E02001731,E00042829,2,20,2,Single,FALSE,Employed,2,10030,FALSE,FALSE,TRUE,62,322139762.9825489
223999_E02001731,87096_E00175553,E02001731,E00175553,1,27,2,Single,FALSE,Employed,2,15040,TRUE,FALSE,FALSE,51,284773873.1764706
224886_E02001731,85775_E00175559,E02001731,E00175559,1,29,2,Single,FALSE,Employed,1,23740,FALSE,FALSE,FALSE,61,251613652.07650277
226537_E02001731,61816_E00175561,E02001731,E00175561,1,37,2,Single,FALSE,Employed,1,37900,TRUE,TRUE,FALSE,51,292892086.35294116
235899_E02001731,24942_E00175561,E02001731,E00175561,2,35,2,Single,FALSE,Employed,2,44740,TRUE,FALSE,FALSE,52,279824192.2699849
223692_E02001731,63839_E00175564,E02001731,E00175564,1,26,2,Single,FALSE,Employed,5,31990,TRUE,FALSE,FALSE,63,348624802.6625705
229073_E02001731,95361_E00175574,E02001731,E00175574,1,67,2,Single,TRUE,Employed,3,14110,TRUE,TRUE,TRUE,88,363790188.2967608
234737_E02001731,23482_E00175574,E02001731,E00175574,2,28,2,Single,FALSE,Employed,1,63770,TRUE,TRUE,FALSE,51,248335364.0784313
236751_E02001731,127439_E00175575,E02001731,E00175575,2,45,2,Single,FALSE,Employed,2,13220,TRUE,FALSE,FALSE,65,198714383.02884617
240701_E02001732,59519_E00042690,E02001732,E00042690,1,58,2,Single,FALSE,Employed,9,13230,TRUE,FALSE,FALSE,90,213111128.33957544
242192_E02001732,51657_E00042690,E02001732,E00042690,2,25,2,Single,FALSE,Unemployed,3,22250,FALSE,FALSE,FALSE,62,213383612.5859334
248287_E02001733,43166_E00042109,E02001733,E00042109,1,51,2,Single,FALSE,Employed,9,20710,TRUE,TRUE,TRUE,51,133812743.84313722
246243_E02001733,49370_E00042110,E02001733,E00042110,1,27,2,Single,FALSE,Employed,5,19870,TRUE,FALSE,FALSE,51,198371378.82352936
246695_E02001733,91758_E00042113,E02001733,E00042113,1,30,2,Single,FALSE,Employed,1,39620,TRUE,FALSE,FALSE,55,264479810.63973063
246275_E02001733,19502_E00042117,E02001733,E00042117,1,27,2,Single,FALSE,Employed,2,63390,FALSE,FALSE,FALSE,65,387397401.34615386
245507_E02001733,114047_E00042122,E02001733,E00042122,1,20,2,Single,FALSE,Employed,7,10010,TRUE,FALSE,FALSE,92,236874490.06211185
246674_E02001733,80979_E00042137,E02001733,E00042137,1,30,2,Single,FALSE,Employed,9,15500,TRUE,TRUE,FALSE,69,155919959.24978688
246197_E02001733,55804_E00042556,E02001733,E00042556,1,27,2,Single,FALSE,Employed,2,56360,FALSE,FALSE,FALSE,53,212645548.54862115
257713_E02001734,54869_E00042061,E02001734,E00042061,1,25,2,Single,FALSE,Employed,4,7210,TRUE,FALSE,FALSE,55,157565979.3265993
258412_E02001734,122931_E00042062,E02001734,E00042062,1,36,2,Single,FALSE,Employed,8,18610,TRUE,FALSE,FALSE,97,122463805.67010315
262931_E02001734,83318_E00042062,E02001734,E00042062,2,45,2,Single,TRUE,Employed,7,24100,TRUE,TRUE,FALSE,86,167427145.11627907
258000_E02001734,76632_E00042064,E02001734,E00042064,1,29,2,Single,FALSE,Employed,3,28140,TRUE,FALSE,FALSE,54,197191097.16981137
265638_E02001735,92141_E00042547,E02001735,E00042547,1,19,2,Single,FALSE,Employed,9,1980,FALSE,FALSE,TRUE,55,173813597.7777778
270638_E02001735,33396_E00042547,E02001735,E00042547,2,59,2,Single,TRUE,Employed,8,19840,TRUE,TRUE,FALSE,64,62808192.633928575
271197_E02001735,92415_E00042548,E02001735,E00042548,2,78,2,Single,FALSE,Employed,7,9750,FALSE,FALSE,FALSE,52,98180146.11613877
285194_E02001736,86338_E00042262,E02001736,E00042262,2,70,2,Single,FALSE,Employed,6,9340,FALSE,FALSE,FALSE,51,332281690.6666666
273656_E02001736,11859_E00042266,E02001736,E00042266,1,20,6,Single,FALSE,Unemployed,1,11620,TRUE,TRUE,TRUE,55,322279815.0168351
273420_E02001736,65819_E00042267,E02001736,E00042267,1,17,6,Single,FALSE,Employed,6,5780,FALSE,FALSE,TRUE,65,175123830.28846154
277287_E02001736,112184_E00042269,E02001736,E00042269,1,49,6,Single,FALSE,Employed,5,50410,TRUE,TRUE,TRUE,51,133972841.25490195
275503_E02001736,88540_E00042277,E02001736,E00042277,1,32,6,Single,FALSE,Unemployed,2,45300,TRUE,FALSE,FALSE,53,187738893.32365745
273428_E02001736,36460_E00042282,E02001736,E00042282,1,17,6,Single,FALSE,Employed,7,5370,FALSE,FALSE,TRUE,51,179699424.70588234
288310_E02001737,17425_E00042553,E02001737,E00042553,1,60,2,Single,TRUE,Employed,9,6940,TRUE,TRUE,FALSE,69,196655478.2608696
286817_E02001737,26074_E00042554,E02001737,E00042554,1,25,2,Single,FALSE,Employed,5,19700,FALSE,FALSE,TRUE,59,331786480.4208065
286472_E02001737,90354_E00042760,E02001737,E00042760,1,17,2,Single,FALSE,Employed,5,7100,FALSE,FALSE,FALSE,54,190768503.3193571
288804_E02001737,79338_E00042766,E02001737,E00042766,1,77,2,Single,FALSE,Employed,9,6200,FALSE,FALSE,FALSE,59,136185613.44243136
287573_E02001737,78421_E00042767,E02001737,E00042767,1,41,2,Single,TRUE,Employed,5,43920,TRUE,TRUE,TRUE,64,258712891.66666666
1406_E02001738,18520_E00043396,E02001738,E00043396,1,54,2,Single,FALSE,Employed,1,20760,TRUE,FALSE,FALSE,62,214689467.50396615
8860_E02001739,85137_E00043003,E02001739,E00043003,1,64,2,Single,FALSE,Unemployed,9,5690,TRUE,TRUE,TRUE,64,279346353.96825397
10340_E02001739,50734_E00043003,E02001739,E00043003,2,18,2,Single,FALSE,Employed,2,23600,TRUE,TRUE,TRUE,58,214381298.51784635
9462_E02001739,12261_E00043006,E02001739,E00043006,1,78,2,Single,FALSE,Employed,1,33110,FALSE,FALSE,FALSE,51,142976358.8235294
6891_E02001739,55818_E00043007,E02001739,E00043007,1,21,2,Single,FALSE,Employed,3,29380,TRUE,TRUE,FALSE,55,131025565.52188553
9276_E02001739,65199_E00043031,E02001739,E00043031,1,73,2,Single,FALSE,Employed,1,16550,TRUE,TRUE,TRUE,56,261825632.20779228
16353_E02001740,78893_E00043240,E02001740,E00043240,1,83,2,Married,TRUE,Employed,2,29130,TRUE,TRUE,FALSE,55,382229864.64646465
15485_E02001740,46952_E00043241,E02001740,E00043241,1,57,2,Married,TRUE,Employed,2,47660,TRUE,TRUE,TRUE,64,390863622.9166667
14255_E02001740,60132_E00043241,E02001740,E00043241,1,20,2,Single,FALSE,Employed,3,12150,FALSE,FALSE,FALSE,84,243495789.0275389
15676_E02001740,39026_E00043245,E02001740,E00043245,1,61,2,Single,FALSE,Employed,1,82820,TRUE,TRUE,TRUE,75,351891954.48648655
17306_E02001740,60397_E00043245,E02001740,E00043245,2,31,2,Single,TRUE,Employed,3,24060,TRUE,TRUE,FALSE,58,246932778.9473684
14893_E02001740,55741_E00043387,E02001740,E00043387,1,44,2,Single,TRUE,Employed,1,24090,TRUE,TRUE,FALSE,66,318900340.25641024
18758_E02001740,86320_E00043387,E02001740,E00043387,2,63,2,Single,FALSE,Employed,2,15350,TRUE,TRUE,FALSE,55,294157805.2525253
14522_E02001740,52815_E00043409,E02001740,E00043409,1,34,2,Married,FALSE,Employed,2,34660,TRUE,TRUE,FALSE,62,218783720.38603914
18138_E02001740,34750_E00043409,E02001740,E00043409,2,51,2,Married,TRUE,Employed,2,24480,TRUE,TRUE,FALSE,51,263544486.82352936
20339_E02001741,31864_E00043567,E02001741,E00043567,1,24,2,Single,FALSE,Employed,5,10040,FALSE,FALSE,FALSE,92,161828828.49845567
20164_E02001741,31864_E00043567,E02001741,E00043567,1,18,2,Single,FALSE,Employed,7,4810,FALSE,FALSE,FALSE,92,161828828.49845567
24799_E02001741,25824_E00043567,E02001741,E00043567,2,47,2,Single,TRUE,Employed,5,32940,FALSE,FALSE,FALSE,64,89752475.79365079
27801_E02001742,1472_E00043235,E02001742,E00043235,1,17,2,Single,FALSE,Employed,9,2610,FALSE,FALSE,FALSE,72,152513080.43818474
30584_E02001742,1472_E00043235,E02001742,E00043235,2,17,2,Single,FALSE,Employed,7,5270,FALSE,FALSE,FALSE,66,133684767.66899769
30579_E02001742,20709_E00043254,E02001742,E00043254,2,17,2,Single,FALSE,Unemployed,9,2220,FALSE,FALSE,TRUE,54,187708998.91684145
35511_E02001743,64179_E00043580,E02001743,E00043580,1,48,2,Married,FALSE,Employed,2,34860,TRUE,TRUE,FALSE,70,341538048.36438936
35378_E02001743,51512_E00043580,E02001743,E00043580,1,45,2,Single,FALSE,Employed,1,21040,FALSE,FALSE,TRUE,55,291129468.1481481
39738_E02001743,64306_E00043580,E02001743,E00043580,2,56,2,Married,TRUE,Employed,7,16530,TRUE,TRUE,TRUE,70,249889087.9710145
34937_E02001743,21810_E00043581,E02001743,E00043581,1,38,2,Single,FALSE,Employed,3,21040,FALSE,FALSE,TRUE,98,216669271.5337681
39881_E02001743,89554_E00043581,E02001743,E00043581,2,58,2,Single,TRUE,Employed,6,12080,TRUE,FALSE,TRUE,74,283533598.0007405
35920_E02001743,95824_E00043591,E02001743,E00043591,1,54,2,Married,TRUE,Employed,1,25130,TRUE,TRUE,FALSE,54,300569361.3207547
35003_E02001743,14531_E00043595,E02001743,E00043595,1,39,2,Single,FALSE,Employed,2,42280,FALSE,FALSE,FALSE,78,271552639.8434899
38892_E02001743,70572_E00043595,E02001743,E00043595,2,41,2,Single,FALSE,Employed,2,29020,TRUE,FALSE,TRUE,62,182554860.6292967
35762_E02001743,54989_E00043602,E02001743,E00043602,1,52,2,Single,FALSE,Employed,5,32100,TRUE,TRUE,FALSE,67,276960899.6381728
37839_E02001743,87730_E00043603,E02001743,E00043603,2,20,2,Single,TRUE,Employed,4,7580,TRUE,TRUE,FALSE,62,200623069.40772074
34436_E02001743,7490_E00043605,E02001743,E00043605,1,29,2,Single,FALSE,Employed,7,12900,TRUE,TRUE,FALSE,52,346632607.95625925
39440_E02001743,90994_E00043605,E02001743,E00043605,2,51,2,Single,TRUE,Employed,4,22210,TRUE,TRUE,FALSE,52,377863280.35444945
35975_E02001743,58349_E00043607,E02001743,E00043607,1,55,2,Single,FALSE,Employed,2,36970,FALSE,FALSE,TRUE,58,206436796.7634604
41808_E02001744,56402_E00043481,E02001744,E00043481,1,23,2,Single,FALSE,Employed,4,16410,FALSE,FALSE,FALSE,57,327322739.34837085
41697_E02001744,14606_E00043482,E02001744,E00043482,1,19,2,Single,FALSE,Unemployed,9,4420,FALSE,FALSE,FALSE,54,264998884.591195
45244_E02001744,14606_E00043482,E02001744,E00043482,2,20,2,Single,FALSE,Employed,4,6350,TRUE,TRUE,FALSE,52,209113823.52941176
43431_E02001744,97055_E00043485,E02001744,E00043485,1,57,2,Single,FALSE,Employed,4,17980,TRUE,TRUE,FALSE,144,244765204.85139865
45411_E02001744,39435_E00043485,E02001744,E00043485,2,25,2,Single,FALSE,Employed,2,21340,FALSE,FALSE,TRUE,106,156441207.58310875
41654_E02001744,18158_E00043491,E02001744,E00043491,1,18,2,Single,FALSE,Employed,5,12500,FALSE,FALSE,FALSE,52,178079274.62292603
41805_E02001744,79990_E00043492,E02001744,E00043492,1,23,2,Single,FALSE,Employed,7,12490,FALSE,FALSE,TRUE,69,118837895.56692244
46509_E02001744,22788_E00043492,E02001744,E00043492,2,48,2,Single,TRUE,Employed,9,24340,FALSE,FALSE,TRUE,54,113492031.6212439
50211_E02001745,58735_E00043001,E02001745,E00043001,1,48,2,Married,TRUE,Employed,8,33980,TRUE,TRUE,TRUE,79,187779585.16715348
49030_E02001745,95453_E00043001,E02001745,E00043001,1,19,2,Single,FALSE,Employed,3,10640,FALSE,FALSE,FALSE,142,227246992.0087903
53754_E02001745,86792_E00043001,E02001745,E00043001,2,53,2,Married,TRUE,Employed,3,37290,TRUE,TRUE,TRUE,66,195888811.46853146
52814_E02001745,32032_E00043001,E02001745,E00043001,2,34,2,Single,TRUE,Employed,3,18980,TRUE,TRUE,FALSE,107,213882967.50132254
49543_E02001745,38164_E00043013,E02001745,E00043013,1,32,2,Single,FALSE,Employed,4,21640,TRUE,FALSE,TRUE,66,265735836.64335662
52584_E02001745,93834_E00043013,E02001745,E00043013,2,30,2,Single,FALSE,Employed,4,23800,TRUE,TRUE,FALSE,64,196172629.26587301
50152_E02001745,15178_E00043014,E02001745,E00043014,1,47,2,Single,FALSE,Employed,1,52270,TRUE,FALSE,TRUE,82,128348262.3306233
53120_E02001745,62017_E00043014,E02001745,E00043014,2,40,2,Single,TRUE,Unemployed,6,15060,TRUE,TRUE,FALSE,57,85355504.76190475
49739_E02001745,48792_E00043026,E02001745,E00043026,1,36,2,Single,FALSE,Employed,5,34540,TRUE,TRUE,TRUE,89,171678073.5955056
54181_E02001745,48792_E00043026,E02001745,E00043026,2,62,2,Single,FALSE,Employed,2,21180,TRUE,TRUE,FALSE,67,164121663.13885117
56862_E02001746,28081_E00043425,E02001746,E00043425,1,41,2,Married,TRUE,Employed,8,40300,TRUE,TRUE,TRUE,56,222237487.27272728
56035_E02001746,20425_E00043427,E02001746,E00043427,1,22,2,Single,FALSE,Employed,7,13410,TRUE,FALSE,FALSE,62,210586580.64516133
56080_E02001746,41604_E00043600,E02001746,E00043600,1,23,2,Single,FALSE,Employed,9,10320,TRUE,TRUE,FALSE,65,206631095.9134615
62692_E02001746,58527_E00043600,E02001746,E00043600,2,74,2,Single,FALSE,Employed,2,27620,TRUE,TRUE,FALSE,56,224218394.25324675
63718_E02001747,32407_E00043098,E02001747,E00043098,1,17,2,Single,FALSE,Employed,1,6840,FALSE,FALSE,TRUE,91,214727712.55189252
75099_E02001748,95992_E00043490,E02001748,E00043490,2,33,2,Single,FALSE,Employed,6,19530,FALSE,FALSE,FALSE,57,102446111.71679199
70552_E02001748,26259_E00043500,E02001748,E00043500,1,22,2,Single,FALSE,Employed,9,9020,FALSE,FALSE,FALSE,72,204257481.61189362
75073_E02001748,95598_E00043500,E02001748,E00043500,2,33,2,Single,FALSE,Employed,7,15950,FALSE,FALSE,FALSE,61,136301877.59562838
71331_E02001748,79165_E00043507,E02001748,E00043507,1,36,2,Single,FALSE,Employed,2,31160,TRUE,TRUE,FALSE,61,236254939.67213115
74726_E02001748,79165_E00043507,E02001748,E00043507,2,28,2,Single,FALSE,Employed,2,22220,TRUE,TRUE,FALSE,53,210329638.8243832
70682_E02001748,82363_E00043508,E02001748,E00043508,1,25,2,Single,FALSE,Employed,2,68340,TRUE,TRUE,FALSE,75,367753938.0900902
74625_E02001748,82363_E00043508,E02001748,E00043508,2,26,2,Single,FALSE,Employed,4,18520,TRUE,TRUE,FALSE,105,242998148.04029304
71721_E02001748,25521_E00166131,E02001748,E00166131,1,42,2,Single,FALSE,Employed,1,33500,TRUE,TRUE,FALSE,66,294099321.6783216
75105_E02001748,36277_E00166131,E02001748,E00166131,2,33,2,Single,FALSE,Employed,2,61560,TRUE,TRUE,TRUE,59,277130642.8404442
70601_E02001748,73909_E00166162,E02001748,E00166162,1,23,2,Single,FALSE,Employed,7,10950,FALSE,FALSE,TRUE,93,278627981.29967266
74204_E02001748,24492_E00166162,E02001748,E00166162,2,16,2,Single,FALSE,Employed,6,4660,FALSE,FALSE,TRUE,75,276347480.2522521
78630_E02001749,73650_E00043132,E02001749,E00043132,1,31,2,Married,FALSE,Employed,4,17290,TRUE,TRUE,FALSE,56,328643225.84415597
82381_E02001749,1345_E00043132,E02001749,E00043132,2,49,2,Married,FALSE,Employed,1,32250,TRUE,TRUE,FALSE,52,243691757.8808447
78602_E02001749,28771_E00043138,E02001749,E00043138,1,30,2,Single,FALSE,Employed,5,26440,FALSE,FALSE,TRUE,93,122112189.4343151
82123_E02001749,34604_E00043138,E02001749,E00043138,2,42,2,Single,TRUE,Employed,1,27340,TRUE,TRUE,TRUE,67,152484602.21619177
78188_E02001749,42240_E00043139,E02001749,E00043139,1,17,2,Single,FALSE,Employed,1,6880,FALSE,FALSE,FALSE,63,311878372.7086534
78227_E02001749,80422_E00043142,E02001749,E00043142,1,18,2,Single,FALSE,Employed,7,6620,TRUE,TRUE,FALSE,116,237609825.69715145
81217_E02001749,80422_E00043142,E02001749,E00043142,2,17,2,Single,FALSE,Employed,2,7530,FALSE,FALSE,TRUE,91,149105464.93284494
78148_E02001749,32921_E00043143,E02001749,E00043143,1,16,2,Single,FALSE,Employed,3,7160,FALSE,FALSE,TRUE,57,199863412.4686717
86207_E02001750,43244_E00043129,E02001750,E00043129,1,60,2,Single,FALSE,Employed,5,21470,TRUE,TRUE,FALSE,81,148604149.93827155
89324_E02001750,27759_E00043129,E02001750,E00043129,2,57,2,Single,TRUE,Employed,3,25340,TRUE,TRUE,TRUE,58,145597175.22686023
85388_E02001750,74410_E00043412,E02001750,E00043412,1,43,2,Married,FALSE,Employed,2,72480,TRUE,TRUE,TRUE,61,286158660.10928977
89097_E02001750,47615_E00043412,E02001750,E00043412,2,52,2,Married,FALSE,Employed,2,46860,FALSE,FALSE,TRUE,58,203306717.3926195
85673_E02001750,81645_E00166153,E02001750,E00166153,1,49,2,Single,FALSE,Employed,1,38480,TRUE,TRUE,FALSE,110,213073518.06505424
88063_E02001750,21541_E00166153,E02001750,E00166153,2,29,2,Single,FALSE,Employed,4,14780,FALSE,FALSE,FALSE,57,232538403.6340852
91431_E02001751,51780_E00043157,E02001751,E00043157,1,22,2,Single,FALSE,Employed,7,8500,TRUE,FALSE,FALSE,61,163787538.852459
97556_E02001752,56417_E00043069,E02001752,E00043069,1,19,2,Single,FALSE,Employed,7,10420,FALSE,FALSE,FALSE,69,292286051.8329071
100975_E02001752,70405_E00043069,E02001752,E00043069,2,30,2,Single,FALSE,Employed,7,18690,FALSE,FALSE,FALSE,58,180120360.34482762
97969_E02001752,44036_E00043072,E02001752,E00043072,1,32,2,Single,FALSE,Employed,4,14350,TRUE,TRUE,FALSE,67,134384572.99864316
97775_E02001752,59081_E00043081,E02001752,E00043081,1,26,2,Single,FALSE,Employed,4,20180,TRUE,TRUE,FALSE,59,214051531.44360012
100774_E02001752,59081_E00043081,E02001752,E00043081,2,24,2,Single,FALSE,Unemployed,3,18830,TRUE,TRUE,FALSE,59,265874455.3477499
97633_E02001752,20987_E00043088,E02001752,E00043088,1,22,2,Single,FALSE,Employed,7,15950,FALSE,FALSE,FALSE,55,271417078.1144782
105449_E02001753,65215_E00043453,E02001753,E00043453,1,61,2,Married,FALSE,Employed,5,14640,TRUE,TRUE,FALSE,53,368724544.8476051
106077_E02001753,82358_E00043470,E02001753,E00043470,1,79,2,Single,FALSE,Unemployed,2,31590,TRUE,FALSE,FALSE,52,365750385.3318252
106933_E02001753,57796_E00043470,E02001753,E00043470,2,28,2,Single,FALSE,Employed,2,30300,TRUE,TRUE,FALSE,65,369292327.5
110893_E02001754,51266_E00043277,E02001754,E00043277,1,43,2,Married,TRUE,Employed,1,46920,TRUE,TRUE,FALSE,56,316846970.77922064
110067_E02001754,14720_E00043279,E02001754,E00043279,1,20,2,Single,FALSE,Employed,4,6960,FALSE,FALSE,TRUE,56,377920986.46103895
110053_E02001754,76147_E00043286,E02001754,E00043286,1,20,2,Single,FALSE,Employed,4,9790,FALSE,FALSE,TRUE,53,287854970.68214804
110796_E02001754,43978_E00043451,E02001754,E00043451,1,40,2,Married,TRUE,Employed,2,44530,TRUE,TRUE,FALSE,53,261258264.00580543
110325_E02001754,18538_E00043456,E02001754,E00043456,1,29,2,Single,FALSE,Employed,3,11520,TRUE,FALSE,TRUE,55,380514527.4747474
110003_E02001754,10177_E00043467,E02001754,E00043467,1,17,2,Single,FALSE,Employed,9,2490,FALSE,FALSE,FALSE,55,275346740.6060606
113030_E02001754,7388_E00043467,E02001754,E00043467,2,25,2,Single,FALSE,Employed,2,65780,TRUE,FALSE,TRUE,51,236633693.49019614
117109_E02001755,7221_E00042975,E02001755,E00042975,1,35,2,Married,FALSE,Employed,3,29240,TRUE,TRUE,FALSE,58,428770482.6678767
116630_E02001755,12173_E00042977,E02001755,E00042977,1,24,2,Single,FALSE,Unemployed,7,14990,TRUE,TRUE,TRUE,87.5,261941102.70607543
116771_E02001755,18682_E00042977,E02001755,E00042977,1,27,2,Single,FALSE,Unemployed,2,54150,FALSE,FALSE,FALSE,87.5,261941102.70607543
120797_E02001755,62593_E00042977,E02001755,E00042977,2,18,2,Single,FALSE,Employed,2,9560,TRUE,TRUE,FALSE,101,226517352.6732674
117020_E02001755,50481_E00043000,E02001755,E00043000,1,33,2,Married,TRUE,Employed,2,46130,TRUE,FALSE,FALSE,56,182238703.6038961
117098_E02001755,93637_E00043000,E02001755,E00043000,1,34,2,Single,FALSE,Employed,2,44210,FALSE,FALSE,FALSE,69,311786914.620631
117839_E02001755,21217_E00043137,E02001755,E00043137,1,46,2,Married,FALSE,Employed,2,22890,TRUE,TRUE,FALSE,78,260324040.09324023
116626_E02001755,87902_E00043137,E02001755,E00043137,1,24,2,Single,FALSE,Employed,8,13860,TRUE,FALSE,FALSE,119,418638366.84233004
121336_E02001755,13466_E00043137,E02001755,E00043137,2,32,2,Married,FALSE,Employed,7,21350,TRUE,TRUE,FALSE,70,243933005.56935814
121610_E02001755,57955_E00043137,E02001755,E00043137,2,36,2,Single,TRUE,Employed,1,34800,TRUE,TRUE,TRUE,104,291930051.493652
116913_E02001755,34901_E00043148,E02001755,E00043148,1,30,2,Single,FALSE,Unemployed,5,33850,TRUE,FALSE,FALSE,110,248420140.7506255
120855_E02001755,95297_E00043148,E02001755,E00043148,2,20,2,Single,FALSE,Employed,7,7320,TRUE,FALSE,TRUE,115,174341774.49275365
116587_E02001755,7820_E00166141,E02001755,E00166141,1,23,2,Single,FALSE,Employed,7,8980,TRUE,TRUE,FALSE,71,143027924.18511066
125566_E02001756,69315_E00042991,E02001756,E00042991,1,21,2,Single,FALSE,Unemployed,3,12810,FALSE,FALSE,FALSE,73,260232843.0365297
132726_E02001756,60997_E00042991,E02001756,E00042991,2,56,2,Single,TRUE,Employed,4,22400,TRUE,TRUE,TRUE,63,162915414.28571427
125918_E02001756,57293_E00042993,E02001756,E00042993,1,26,2,Single,FALSE,Employed,2,34280,TRUE,FALSE,FALSE,57,210147914.53634086
126448_E02001756,33447_E00043212,E02001756,E00043212,1,33,2,Single,FALSE,Employed,2,44320,TRUE,TRUE,FALSE,77,216616840.3964457
132264_E02001756,90875_E00043212,E02001756,E00043212,2,49,2,Single,TRUE,Employed,4,37940,FALSE,FALSE,TRUE,79,273929592.7620902
126361_E02001756,52986_E00043213,E02001756,E00043213,1,31,2,Single,FALSE,Employed,5,35790,TRUE,TRUE,FALSE,72,150559065.7081377
130202_E02001756,6076_E00043213,E02001756,E00043213,2,21,2,Single,FALSE,Employed,4,8610,TRUE,TRUE,FALSE,55,212162255.0841751
128000_E02001756,77450_E00043215,E02001756,E00043215,1,58,2,Single,FALSE,Employed,7,25900,TRUE,FALSE,FALSE,57,212647453.57142857
131448_E02001756,32552_E00043215,E02001756,E00043215,2,36,2,Single,FALSE,Employed,1,32900,FALSE,FALSE,FALSE,70,210145815.34161493
125876_E02001756,63485_E00043216,E02001756,E00043216,1,26,2,Single,FALSE,Employed,1,10300,FALSE,FALSE,FALSE,66,341557256.96969706
131097_E02001756,88580_E00043216,E02001756,E00043216,2,32,2,Single,TRUE,Employed,4,25070,TRUE,TRUE,FALSE,58,271547016.4549305
126910_E02001756,69261_E00043226,E02001756,E00043226,1,39,2,Married,FALSE,Employed,1,50470,TRUE,TRUE,FALSE,56,321558026.4610388
126155_E02001756,56632_E00166138,E02001756,E00166138,1,29,2,Single,FALSE,Employed,3,26320,FALSE,FALSE,TRUE,58,313963980.52026623
134669_E02001757,63549_E00043269,E02001757,E00043269,1,19,2,Single,FALSE,Employed,9,4990,FALSE,FALSE,TRUE,59,181003047.6914085
137913_E02001757,11806_E00043269,E02001757,E00043269,2,37,2,Single,FALSE,Employed,3,21840,FALSE,FALSE,FALSE,63,162349122.47823867
